edge_id,relationship,source_prerequisite_id,source_lesson_node_id,source_lesson_id,source_lesson_title,source_module,source_assignment_date,source_path,prerequisite_text,target_lesson_node_id,target_lesson_id,target_lesson_title,target_module,target_assignment_date,target_path,temporal_relation,is_primary_match,confidence,match_basis,evidence,candidate_rank,candidate_score,propagated_from_exact_text,review_status,cycle_flag,cycle_component_id,cycle_member_count
P212-E0082,REQUIRES,P212-0161,212-M1-009,212-M1-009,Choosing the Net Force Direction for Speeding-Up Circular Motion,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-1.md,Know that speeding up means the tangential component points in the direction of motion.,212-M1-008,212-M1-008,Choosing the Acceleration Direction When Circular Motion Speeds Up,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-13.md,earlier,true,High,concept_equivalent,The lesson teaches that speeding up supplies a tangential component in the motion direction.,1,0.5224,false,semantically-reviewed,false,,
P212-E0083,REQUIRES,P212-0162,212-M1-054,212-M1-054,Choosing the Net Force Direction for Clockwise Speeding Up,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,Net force and acceleration point in the same direction because $\sum \vec{F}=m\vec{a}$.,212-M1-011,212-M1-011,Finding the Net-Force Direction in Circular Motion,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-4.md,later,true,High,concept_equivalent,The lesson explicitly uses F-net equals m a to equate the directions of force and acceleration.,1,0.3849,false,semantically-reviewed,true,CYCLE-004,3
P212-E0084,REQUIRES,P212-0163,212-M1-054,212-M1-054,Choosing the Net Force Direction for Clockwise Speeding Up,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,Motion around a circle has an inward radial acceleration component.,212-M1-055,212-M1-055,Finding Radial Acceleration From Inward Forces,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,same-date,true,High,concept_equivalent,The lesson teaches circular motion's radial acceleration component along the inward axis.,1,0.4384,false,semantically-reviewed,false,,
P212-E0085,REQUIRES,P212-0164,212-M1-054,212-M1-054,Choosing the Net Force Direction for Clockwise Speeding Up,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,The tangential direction is perpendicular to the radius at the particle's position.,212-M1-006,212-M1-006,Recognizing Tangential Velocity in Circular Motion,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-6.md,earlier,true,High,concept_equivalent,The lesson explicitly identifies the tangent as perpendicular to the radius at the object.,2,0.3006,false,semantically-reviewed,false,,
P212-E0086,REQUIRES,P212-0165,212-M1-054,212-M1-054,Choosing the Net Force Direction for Clockwise Speeding Up,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,"If an object is speeding up, its tangential acceleration points in the direction of motion.",212-M1-008,212-M1-008,Choosing the Acceleration Direction When Circular Motion Speeds Up,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-13.md,earlier,true,High,concept_equivalent,The lesson points tangential acceleration with velocity whenever the object speeds up.,1,0.5577,false,semantically-reviewed,true,CYCLE-004,3
P212-E0087,REQUIRES,P212-0169,212-M1-055,212-M1-055,Finding Radial Acceleration From Inward Forces,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,Keep acceleration units in $\mathrm{m}/\mathrm{s}^2$.,212-M1-066,212-M1-066,Converting Angular Acceleration to Tangential Acceleration,M1,2026-06-23,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,earlier,true,High,worked_move_equivalent,The lesson calculates tangential acceleration and explicitly reports it in meters per second squared.,2,0.3691,false,semantically-reviewed,false,,
P212-E0088,REQUIRES,P212-0170,212-M1-056,212-M1-056,Finding Tangential Acceleration in a Vertical Circle,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,Resolve a force into components along perpendicular axes.,212-M1-022,212-M1-022,Finding the Speed for a Frictionless Banked Curve,M1,2026-06-30,/Users/jake/Developer/study/vault/212/M1/2026-06-30-M1-4/Lessons/Problem-4.md,earlier,true,High,worked_move_equivalent,The lesson resolves a tilted normal force along two perpendicular axes using sine and cosine.,7,0.2275,false,semantically-reviewed,true,CYCLE-006,8
P212-E0089,REQUIRES,P212-0172,212-M1-056,212-M1-056,Finding Tangential Acceleration in a Vertical Circle,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,Use sine and cosine for right-triangle components.,212-M1-022,212-M1-022,Finding the Speed for a Frictionless Banked Curve,M1,2026-06-30,/Users/jake/Developer/study/vault/212/M1/2026-06-30-M1-4/Lessons/Problem-4.md,earlier,true,High,worked_move_equivalent,The lesson teaches adjacent cosine and opposite sine components from a right triangle.,,,false,semantically-reviewed,true,CYCLE-006,8
P212-E0090,REQUIRES,P212-0174,212-M1-057,212-M1-057,Total Acceleration From Radial and Tangential Components,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-5.md,Use radial and tangential axes for circular motion.,212-M1-056,212-M1-056,Finding Tangential Acceleration in a Vertical Circle,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,same-date,true,High,worked_move_equivalent,The lesson explicitly sets inward radial and perpendicular tangential axes for vertical circular motion.,4,0.381,false,semantically-reviewed,true,CYCLE-006,8
P212-E0091,REQUIRES,P212-0175,212-M1-057,212-M1-057,Total Acceleration From Radial and Tangential Components,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-5.md,Resolve weight into $mg\cos\theta$ and $mg\sin\theta$ along chosen axes.,212-M1-056,212-M1-056,Finding Tangential Acceleration in a Vertical Circle,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,same-date,true,High,worked_move_equivalent,The lesson resolves gravity into radial and tangential sine-cosine components.,8,0.1576,false,semantically-reviewed,true,CYCLE-006,8
P212-E0092,REQUIRES,P212-0179,212-M1-058,212-M1-058,Release Height from a Vertical Circle,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-6.md,Use centripetal acceleration in the form $a_r=\dfrac{v^2}{L}$.,212-M1-004,212-M1-004,Checking the Magnitude of Centripetal Acceleration,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-9.md,earlier,true,High,worked_move_equivalent,The lesson teaches centripetal acceleration as speed squared divided by path radius.,2,0.3797,false,semantically-reviewed,false,,
P212-E0093,REQUIRES,P212-0182,212-M1-005,212-M1-005,Recognizing Uniform Circular Motion,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-1.md,Speed is the magnitude of velocity,212-M1-001,212-M1-001,Relating Tangential Speed to Angular Speed,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-8.md,earlier,true,High,concept_equivalent,The lesson explicitly calls the magnitude of velocity the object's speed.,5,0.3218,false,semantically-reviewed,false,,
P212-E0094,REQUIRES,P212-0183,212-M1-005,212-M1-005,Recognizing Uniform Circular Motion,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-1.md,A period is the time for one complete cycle,212-M1-039,212-M1-039,Putting Period in the Denominator for Rotating-Disk Speed,M1,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-3.md,earlier,true,High,concept_equivalent,The lesson states that period is the time for one complete revolution.,4,0.3036,false,semantically-reviewed,false,,
P212-E0095,REQUIRES,P212-0190,212-M1-059,212-M1-059,Finding Centripetal Force From Radius and Period,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,Speed is distance divided by time,212-M1-038,212-M1-038,Deciding Where Distance Belongs in a Speed Formula,M1,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-2.md,earlier,true,High,worked_move_equivalent,The lesson directly practices speed as distance divided by time.,8,0.2207,false,semantically-reviewed,false,,
P212-E0096,REQUIRES,P212-0191,212-M1-059,212-M1-059,Finding Centripetal Force From Radius and Period,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,Centripetal force magnitude: $F_c=\dfrac{mv^2}{r}$,212-M1-061,212-M1-061,Resolving Banked-Track Forces Along the Centripetal Direction,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-7.md,same-date,true,High,worked_move_equivalent,The lesson writes the inward net-force magnitude as m v squared over r.,2,0.3223,false,semantically-reviewed,false,,
P212-E0097,REQUIRES,P212-0192,212-M1-059,212-M1-059,Finding Centripetal Force From Radius and Period,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,Period $T$ means the time for one complete revolution,212-M1-039,212-M1-039,Putting Period in the Denominator for Rotating-Disk Speed,M1,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-3.md,earlier,true,High,concept_equivalent,The lesson defines T as the time taken by one full revolution.,2,0.3011,false,semantically-reviewed,false,,
P212-E0098,REQUIRES,P212-0193,212-M1-011,212-M1-011,Finding the Net-Force Direction in Circular Motion,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-4.md,Know that uniform circular motion has centripetal acceleration directed toward the center of the circle.,212-M1-007,212-M1-007,Comparing Centripetal Acceleration with the Radius Vector,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-7.md,earlier,true,High,concept_equivalent,The lesson shows centripetal acceleration points opposite the outward radius and thus toward the center.,4,0.3078,false,semantically-reviewed,false,,
P212-E0099,REQUIRES,P212-0194,212-M1-011,212-M1-011,Finding the Net-Force Direction in Circular Motion,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-4.md,Know that net force points in the same direction as acceleration because $\sum \vec F=m\vec a$.,212-M1-054,212-M1-054,Choosing the Net Force Direction for Clockwise Speeding Up,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,earlier,true,High,concept_equivalent,The lesson explicitly invokes F-net equals m a to transfer acceleration direction to net force.,1,0.3865,false,semantically-reviewed,true,CYCLE-004,3
P212-E0100,REQUIRES,P212-0196,212-M1-028,212-M1-028,Deriving the Angle in a Conical Pendulum,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-5.md,Resolve a vector into horizontal and vertical components.,212-M1-060,212-M1-060,Writing the Vertical Force Equation on a Banked Track,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-6.md,same-date,true,High,worked_move_equivalent,The lesson resolves angled force vectors into horizontal and vertical components.,1,0.3437,false,semantically-reviewed,true,CYCLE-006,8
P212-E0101,REQUIRES,P212-0199,212-M1-060,212-M1-060,Writing the Vertical Force Equation on a Banked Track,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-6.md,Resolve a vector into horizontal and vertical components.,212-M1-028,212-M1-028,Deriving the Angle in a Conical Pendulum,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-5.md,same-date,true,High,worked_move_equivalent,The lesson builds horizontal radial and vertical component equations for tension.,4,0.2365,false,semantically-reviewed,true,CYCLE-006,8
P212-E0102,REQUIRES,P212-0200,212-M1-060,212-M1-060,Writing the Vertical Force Equation on a Banked Track,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-6.md,Use $\sin\theta$ for the component opposite $\theta$ and $\cos\theta$ for the component adjacent to $\theta$.,212-M1-028,212-M1-028,Deriving the Angle in a Conical Pendulum,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-5.md,same-date,true,High,worked_move_equivalent,The lesson chooses sine for the opposite component and cosine for the adjacent component.,1,0.3569,false,semantically-reviewed,true,CYCLE-006,8
P212-E0103,REQUIRES,P212-0202,212-M1-060,212-M1-060,Writing the Vertical Force Equation on a Banked Track,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-6.md,Recognize that circular motion on a level-height track has no vertical acceleration.,212-M1-012,212-M1-012,Free-Body Diagrams for Level Circular Motion,M1,2026-06-30,/Users/jake/Developer/study/vault/212/M1/2026-06-30-M1-4/Lessons/Problem-2.md,earlier,true,High,concept_equivalent,The lesson sets vertical acceleration to zero for a level circular track and balances N with mg.,1,0.3352,false,semantically-reviewed,true,CYCLE-006,8
P212-E0104,REQUIRES,P212-0203,212-M1-061,212-M1-061,Resolving Banked-Track Forces Along the Centripetal Direction,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-7.md,Use $a_c=\dfrac{v^2}{r}$ for constant-speed circular motion.,212-M1-003,212-M1-003,Ranking Radial Accelerations,M1,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-6.md,earlier,true,High,worked_move_equivalent,The lesson directly calculates circular acceleration with v squared over r.,,,false,semantically-reviewed,false,,
P212-E0105,REQUIRES,P212-0204,212-M1-061,212-M1-061,Resolving Banked-Track Forces Along the Centripetal Direction,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-7.md,Resolve a tilted vector into perpendicular components using sine and cosine.,212-M1-060,212-M1-060,Writing the Vertical Force Equation on a Banked Track,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-6.md,same-date,true,High,worked_move_equivalent,The lesson resolves tilted forces into perpendicular sine-cosine components.,1,0.3211,false,semantically-reviewed,false,,
P212-E0106,REQUIRES,P212-0206,212-M1-062,212-M1-062,Finding Uphill Friction on a Banked Curve,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-8.md,Resolve a force into components parallel to vertical and radial directions.,212-M1-060,212-M1-060,Writing the Vertical Force Equation on a Banked Track,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-6.md,same-date,true,High,worked_move_equivalent,The lesson explicitly resolves contact forces along vertical and radial axes.,2,0.3636,false,semantically-reviewed,false,,
P212-E0107,REQUIRES,P212-0207,212-M1-062,212-M1-062,Finding Uphill Friction on a Banked Curve,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-8.md,Use $a_r=\dfrac{v^2}{r}$ for uniform circular motion.,212-M1-003,212-M1-003,Ranking Radial Accelerations,M1,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-6.md,earlier,true,High,worked_move_equivalent,The lesson teaches and practices a-r equals v squared over r for circular motion.,,,false,semantically-reviewed,false,,
P212-E0108,REQUIRES,P212-0209,212-M1-025,212-M1-025,Deciding True Statements About Static Friction on a Banked Turn,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-9.md,Use $a_c=\dfrac{v^2}{r}$ for circular motion.,212-M1-003,212-M1-003,Ranking Radial Accelerations,M1,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-6.md,earlier,true,High,worked_move_equivalent,The lesson computes centripetal acceleration from speed and radius in multiple examples.,,,false,semantically-reviewed,false,,
P212-E0109,REQUIRES,P212-0210,212-M1-025,212-M1-025,Deciding True Statements About Static Friction on a Banked Turn,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-9.md,Resolve forces on a banked track into vertical and inward components.,212-M1-061,212-M1-061,Resolving Banked-Track Forces Along the Centripetal Direction,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-7.md,same-date,true,High,worked_move_equivalent,The lesson resolves banked-track forces into vertical and inward components with signed axes.,1,0.5659,false,semantically-reviewed,false,,
P212-E0110,REQUIRES,P212-0212,212-M1-025,212-M1-025,Deciding True Statements About Static Friction on a Banked Turn,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-9.md,Know that static friction has a maximum possible magnitude.,212-M1-024,212-M1-024,Maximum Speed on a Frictional Banked Curve,M1,2026-06-30,/Users/jake/Developer/study/vault/212/M1/2026-06-30-M1-4/Lessons/Problem-6.md,earlier,true,High,concept_equivalent,The lesson uses the limiting maximum static-friction magnitude at impending slide.,2,0.2839,false,semantically-reviewed,false,,
P212-E0111,REQUIRES,P212-0213,212-M1-063,212-M1-063,Testing Loop-the-Loop Statements,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-10.md,Use $a_c=\dfrac{v^2}{R}$ for circular motion of radius $R$.,212-M1-003,212-M1-003,Ranking Radial Accelerations,M1,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-6.md,earlier,true,High,worked_move_equivalent,The lesson's central calculation is a-c equals v squared over radius.,2,0.4169,false,semantically-reviewed,false,,
P212-E0112,REQUIRES,P212-0214,212-M1-063,212-M1-063,Testing Loop-the-Loop Statements,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-10.md,Read a radial force equation in the inward direction.,212-M1-055,212-M1-055,Finding Radial Acceleration From Inward Forces,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,earlier,true,High,worked_move_equivalent,The lesson chooses inward positive and writes a signed radial force equation.,1,0.5017,false,semantically-reviewed,false,,
P212-E0113,REQUIRES,P212-0216,212-M1-063,212-M1-063,Testing Loop-the-Loop Statements,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-10.md,Uniform circular motion means circular motion at constant speed.,212-M1-005,212-M1-005,Recognizing Uniform Circular Motion,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-1.md,same-date,true,High,title_exact,The lesson defines uniform circular motion as circular motion at constant speed.,2,0.4484,false,semantically-reviewed,false,,
P212-E0114,REQUIRES,P212-0217,212-M1-029,212-M1-029,Finding the Minimum Entry Speed for a Loop-the-Loop,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-11.md,Use $a_c=\dfrac{v^2}{r}$ for circular motion of radius $r$.,212-M1-003,212-M1-003,Ranking Radial Accelerations,M1,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-6.md,earlier,true,High,worked_move_equivalent,The lesson computes radial acceleration as v squared divided by r.,2,0.4169,false,semantically-reviewed,false,,
P212-E0115,REQUIRES,P212-0218,212-M1-029,212-M1-029,Finding the Minimum Entry Speed for a Loop-the-Loop,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-11.md,Write a radial force equation with inward as the positive direction.,212-M1-055,212-M1-055,Finding Radial Acceleration From Inward Forces,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,earlier,true,High,worked_move_equivalent,The lesson teaches an inward-positive radial force equation before substitution.,1,0.4668,false,semantically-reviewed,false,,
P212-E0116,REQUIRES,P212-0220,212-M1-029,212-M1-029,Finding the Minimum Entry Speed for a Loop-the-Loop,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-11.md,Recognize that the top of a loop is $2r$ higher than the bottom.,212-M1-063,212-M1-063,Testing Loop-the-Loop Statements,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-10.md,same-date,true,High,concept_equivalent,The lesson's energy example explicitly uses a top-to-bottom height difference of two radii.,1,0.3503,false,semantically-reviewed,false,,
P212-E0117,REQUIRES,P212-0221,212-M1-020,212-M1-020,Recognizing Contact Loss on a Curved Surface,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-12.md,Use $a_r=\dfrac{v^2}{r}$ for motion along a circular path of radius $r$.,212-M1-003,212-M1-003,Ranking Radial Accelerations,M1,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-6.md,earlier,true,High,worked_move_equivalent,The lesson directly teaches radial acceleration v squared over path radius.,5,0.3035,false,semantically-reviewed,false,,
P212-E0118,REQUIRES,P212-0223,212-M1-020,212-M1-020,Recognizing Contact Loss on a Curved Surface,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-12.md,Separate radial acceleration from tangential acceleration.,212-M1-057,212-M1-057,Total Acceleration From Radial and Tangential Components,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-5.md,earlier,true,High,title_exact,The lesson separates radial and tangential acceleration and recombines their perpendicular magnitudes.,3,0.5703,false,semantically-reviewed,true,CYCLE-006,8
P212-E0119,REQUIRES,P212-0224,212-M1-020,212-M1-020,Recognizing Contact Loss on a Curved Surface,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-12.md,Know that uniform circular motion means circular motion at constant speed.,212-M1-005,212-M1-005,Recognizing Uniform Circular Motion,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-1.md,same-date,true,High,concept_equivalent,The lesson explicitly defines uniform circular motion by a circular path and constant speed.,2,0.4446,false,semantically-reviewed,false,,
P212-E0120,REQUIRES,P212-0225,212-M1-030,212-M1-030,Finding the Critical Angle Where a Slider Leaves a Sphere,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-13.md,Use $a_r=\dfrac{v^2}{r}$ for circular motion along a path of radius $r$.,212-M1-003,212-M1-003,Ranking Radial Accelerations,M1,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-6.md,earlier,true,High,worked_move_equivalent,The lesson practices radial acceleration as v squared divided by r.,5,0.3035,false,semantically-reviewed,false,,
P212-E0121,REQUIRES,P212-0226,212-M1-030,212-M1-030,Finding the Critical Angle Where a Slider Leaves a Sphere,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-13.md,Resolve weight into a radial component when an angle is measured from the vertical.,212-M1-056,212-M1-056,Finding Tangential Acceleration in a Vertical Circle,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,earlier,true,High,worked_move_equivalent,The lesson resolves weight onto the local radial and tangential directions of a vertical circle.,3,0.3923,false,semantically-reviewed,false,,
P212-E0122,REQUIRES,P212-0230,212-M1-064,212-M1-064,Comparing Centripetal Acceleration At Fixed Speed,M1,2026-07-05,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-1.md,Know that acceleration means a change in velocity.,PATH:M1/2026-07-06-Q-1/Lessons/Problem-1.md,,Acceleration in Constant-Speed Circular Motion,M1,2026-07-06,/Users/jake/Developer/study/vault/212/M1/2026-07-06-Q-1/Lessons/Problem-1.md,later,true,High,concept_equivalent,The lesson explains acceleration as change in velocity even when only velocity direction changes.,1,0.3751,false,semantically-reviewed,false,,
P212-E0123,REQUIRES,P212-0232,212-M1-010,212-M1-010,Reading Net Force Arrows for Circular Motion,M1,2026-07-05,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-2.md,Recognize that a particle moving in a circle has an inward centripetal acceleration.,212-M1-064,212-M1-064,Comparing Centripetal Acceleration At Fixed Speed,M1,2026-07-05,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-1.md,same-date,true,High,concept_equivalent,The lesson teaches that constant-speed circular motion has inward centripetal acceleration.,1,0.3405,false,semantically-reviewed,false,,
P212-E0124,REQUIRES,P212-0233,212-M1-010,212-M1-010,Reading Net Force Arrows for Circular Motion,M1,2026-07-05,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-2.md,Identify the tangent direction at a point on a circle.,212-M1-006,212-M1-006,Recognizing Tangential Velocity in Circular Motion,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-6.md,earlier,true,High,concept_equivalent,The lesson identifies and practices the tangent direction at points on a circle.,1,0.3566,false,semantically-reviewed,false,,
P212-E0125,REQUIRES,P212-0234,212-M1-010,212-M1-010,Reading Net Force Arrows for Circular Motion,M1,2026-07-05,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-2.md,"Know that a net force component in the direction of motion speeds an object up, while a component opposite the motion slows it down.",212-M1-009,212-M1-009,Choosing the Net Force Direction for Speeding-Up Circular Motion,M1,2026-07-02,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-1.md,earlier,true,High,concept_equivalent,The lesson uses the forward tangential force component for speeding up and contrasts slowing down.,2,0.4451,false,semantically-reviewed,false,,
P212-E0126,REQUIRES,P212-0236,212-M1-019,212-M1-019,Comparing Normal Force and Weight at the Top of a Hill,M1,2026-07-05,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-3.md,A normal force is perpendicular to the contact surface.,212-M1-020,212-M1-020,Recognizing Contact Loss on a Curved Surface,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-12.md,earlier,true,High,concept_equivalent,The lesson states that the surface normal acts perpendicular to the contact surface.,1,0.449,false,semantically-reviewed,false,,
P212-E0127,REQUIRES,P212-0237,212-M1-019,212-M1-019,Comparing Normal Force and Weight at the Top of a Hill,M1,2026-07-05,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-3.md,"For circular motion, the radial acceleration points toward the center of the circle.",212-M1-011,212-M1-011,Finding the Net-Force Direction in Circular Motion,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-4.md,earlier,true,High,concept_equivalent,The lesson points centripetal acceleration from the object toward the center.,1,0.4068,false,semantically-reviewed,false,,
