corpus_row_id,module,assignment_folder,assignment_date,assignment_code,assignment_type,lesson_file,lesson_kind,problem_number,lesson_title,lesson_id,topic_code,prerequisite_section_index,prerequisite_section_count_in_file,prerequisite_ordinal,source_line,source_relative_path,source_path,prerequisite_text,normalized_text,primary_type,secondary_types,math_subtypes,physics_topics,mastery_action,depth_level,depth_label,atomicity,has_condition_or_convention,condition_or_convention_tags,suggested_remediation,contains_math_notation,explicit_prerequisite_link,linked_target,normalized_course_frequency,duplicate_within_lesson,classification_confidence,review_flag,classification_method,classification_notes
P212-0154,M1,2026-06-30-M1-4,2026-06-30,M1-4,Lecture,Problem-6.md,Problem lesson,6,Maximum Speed on a Frictional Banked Curve,212-M1-024,MTH212.M1.24,1,1,3,21,M1/2026-06-30-M1-4/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M1/2026-06-30-M1-4/Lessons/Problem-6.md,Use $f_s=\mu_sN$ at the limiting speed before sliding.,use fs=\musn at the limiting speed before sliding,"Physics concept, law, or relation",,,Kinematics,Execute,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,true,false,,1,false,Medium,true,Rule-based taxonomy v2; focused corpus QA adjustment,Focused corpus QA adjustment applied
P212-0155,M1,2026-06-30-M1-4,2026-06-30,M1-4,Lecture,Problem-7.md,Problem lesson,7,Choosing a Free-Body Diagram for a Conical Pendulum,212-M1-026,MTH212.M1.26,1,1,1,19,M1/2026-06-30-M1-4/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M1/2026-06-30-M1-4/Lessons/Problem-7.md,A free-body diagram shows forces acting on one object.,a free-body diagram shows forces acting on one object,"Physics concept, law, or relation",Representation and spatial literacy,,Forces and Newtonian dynamics,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,High,false,Rule-based taxonomy v2; focused corpus QA adjustment,Focused corpus QA adjustment applied
P212-0156,M1,2026-06-30-M1-4,2026-06-30,M1-4,Lecture,Problem-7.md,Problem lesson,7,Choosing a Free-Body Diagram for a Conical Pendulum,212-M1-026,MTH212.M1.26,1,1,2,20,M1/2026-06-30-M1-4/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M1/2026-06-30-M1-4/Lessons/Problem-7.md,Weight points straight down with magnitude $mg$.,weight points straight down with magnitude mg,"Physics concept, law, or relation",,,Forces and Newtonian dynamics,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0157,M1,2026-06-30-M1-4,2026-06-30,M1-4,Lecture,Problem-7.md,Problem lesson,7,Choosing a Free-Body Diagram for a Conical Pendulum,212-M1-026,MTH212.M1.26,1,1,3,21,M1/2026-06-30-M1-4/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M1/2026-06-30-M1-4/Lessons/Problem-7.md,"Tension from a string points along the string, away from the object.","tension from a string points along the string, away from the object",Semantic and physical interpretation,"Physics concept, law, or relation",,Forces and Newtonian dynamics,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0158,M1,2026-06-30-M1-4,2026-06-30,M1-4,Lecture,Problem-7.md,Problem lesson,7,Choosing a Free-Body Diagram for a Conical Pendulum,212-M1-026,MTH212.M1.26,1,1,4,22,M1/2026-06-30-M1-4/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M1/2026-06-30-M1-4/Lessons/Problem-7.md,"For uniform circular motion, the acceleration points toward the center of the circle.","for uniform circular motion, the acceleration points toward the center of the circle",Semantic and physical interpretation,"Mathematical technique | Physics concept, law, or relation",Geometry and trigonometry,Kinematics | Circular and rotational motion,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0159,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-1.md,Problem lesson,1,Choosing the Net Force Direction for Speeding-Up Circular Motion,212-M1-009,MTH212.M1.09,1,1,1,20,M1/2026-07-02-M1-5/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-1.md,Know that net force points in the same direction as acceleration.,know that net force points in the same direction as acceleration,"Physics concept, law, or relation",,,Kinematics | Forces and Newtonian dynamics,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0160,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-1.md,Problem lesson,1,Choosing the Net Force Direction for Speeding-Up Circular Motion,212-M1-009,MTH212.M1.09,1,1,2,21,M1/2026-07-02-M1-5/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-1.md,Know that circular motion has an inward radial component toward the center.,know that circular motion has an inward radial component toward the center,Semantic and physical interpretation,"Mathematical technique | Physics concept, law, or relation",Vector mathematics,Kinematics | Circular and rotational motion,Recall,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0161,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-1.md,Problem lesson,1,Choosing the Net Force Direction for Speeding-Up Circular Motion,212-M1-009,MTH212.M1.09,1,1,3,22,M1/2026-07-02-M1-5/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-1.md,Know that speeding up means the tangential component points in the direction of motion.,know that speeding up means the tangential component points in the direction of motion,Semantic and physical interpretation,"Mathematical technique | Physics concept, law, or relation",Vector mathematics,Kinematics,Recall,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0162,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-2.md,Problem lesson,2,Choosing the Net Force Direction for Clockwise Speeding Up,212-M1-054,MTH212.M1.54,1,1,1,19,M1/2026-07-02-M1-5/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,Net force and acceleration point in the same direction because $\sum \vec{F}=m\vec{a}$.,net force and acceleration point in the same direction because \sum f=ma,"Physics concept, law, or relation",Mathematical technique,Vector mathematics,Kinematics | Forces and Newtonian dynamics,Recall,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0163,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-2.md,Problem lesson,2,Choosing the Net Force Direction for Clockwise Speeding Up,212-M1-054,MTH212.M1.54,1,1,2,20,M1/2026-07-02-M1-5/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,Motion around a circle has an inward radial acceleration component.,motion around a circle has an inward radial acceleration component,"Physics concept, law, or relation",Mathematical technique,Geometry and trigonometry | Vector mathematics,Kinematics,Recall,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0164,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-2.md,Problem lesson,2,Choosing the Net Force Direction for Clockwise Speeding Up,212-M1-054,MTH212.M1.54,1,1,3,21,M1/2026-07-02-M1-5/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,The tangential direction is perpendicular to the radius at the particle's position.,the tangential direction is perpendicular to the radius at the particle's position,Mathematical technique,,Geometry and trigonometry,,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0165,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-2.md,Problem lesson,2,Choosing the Net Force Direction for Clockwise Speeding Up,212-M1-054,MTH212.M1.54,1,1,4,22,M1/2026-07-02-M1-5/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,"If an object is speeding up, its tangential acceleration points in the direction of motion.","if an object is speeding up, its tangential acceleration points in the direction of motion","Physics concept, law, or relation",Model condition or reference choice,,Kinematics | Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0166,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-3.md,Problem lesson,3,Finding Radial Acceleration From Inward Forces,212-M1-055,MTH212.M1.55,1,1,1,19,M1/2026-07-02-M1-5/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,Use Newton's second law along one chosen axis: $\sum F = ma$.,use newton's second law along one chosen axis: \sum f = ma,"Physics concept, law, or relation",Representation and spatial literacy | Model condition or reference choice,,Forces and Newtonian dynamics,Execute,D3,Short focused lesson,Atomic,true,"Reference axis, pivot, or origin",Short prerequisite lesson,true,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0167,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-3.md,Problem lesson,3,Finding Radial Acceleration From Inward Forces,212-M1-055,MTH212.M1.55,1,1,2,20,M1/2026-07-02-M1-5/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,Know that weight has magnitude $mg$ and points downward.,know that weight has magnitude mg and points downward,"Physics concept, law, or relation",Representation and spatial literacy,,Forces and Newtonian dynamics,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0168,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-3.md,Problem lesson,3,Finding Radial Acceleration From Inward Forces,212-M1-055,MTH212.M1.55,1,1,3,21,M1/2026-07-02-M1-5/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,Use cosine for the component of a vector adjacent to the marked angle.,use cosine for the component of a vector adjacent to the marked angle,Mathematical technique,,Geometry and trigonometry | Vector mathematics,,Execute,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0169,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-3.md,Problem lesson,3,Finding Radial Acceleration From Inward Forces,212-M1-055,MTH212.M1.55,1,1,4,22,M1/2026-07-02-M1-5/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,Keep acceleration units in $\mathrm{m}/\mathrm{s}^2$.,keep acceleration units in m/s^2,"Physics concept, law, or relation",Measurement and computation,,Kinematics,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0170,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-4.md,Problem lesson,4,Finding Tangential Acceleration in a Vertical Circle,212-M1-056,MTH212.M1.56,1,1,1,19,M1/2026-07-02-M1-5/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,Resolve a force into components along perpendicular axes.,resolve a force into components along perpendicular axes,"Physics concept, law, or relation",Mathematical technique,Geometry and trigonometry | Vector mathematics,Forces and Newtonian dynamics,Execute,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0171,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-4.md,Problem lesson,4,Finding Tangential Acceleration in a Vertical Circle,212-M1-056,MTH212.M1.56,1,1,2,20,M1/2026-07-02-M1-5/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,Use $\sum F = ma$ along one chosen axis.,use \sum f = ma along one chosen axis,Representation and spatial literacy,Model condition or reference choice,,,Execute,D2,Paragraph or micro-example,Atomic,true,"Reference axis, pivot, or origin",Inline paragraph or micro-example,true,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0172,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-4.md,Problem lesson,4,Finding Tangential Acceleration in a Vertical Circle,212-M1-056,MTH212.M1.56,1,1,3,21,M1/2026-07-02-M1-5/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,Use sine and cosine for right-triangle components.,use sine and cosine for right-triangle components,Mathematical technique,Representation and spatial literacy,Geometry and trigonometry | Vector mathematics,,Execute,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0173,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-4.md,Problem lesson,4,Finding Tangential Acceleration in a Vertical Circle,212-M1-056,MTH212.M1.56,1,1,4,22,M1/2026-07-02-M1-5/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,Evaluate trig functions in degree mode and round to the requested precision.,evaluate trig functions in degree mode and round to the requested precision,Measurement and computation,Model condition or reference choice,,,Execute,D2,Paragraph or micro-example,Compound,true,Angle-unit or calculator-mode convention,Inline paragraph or micro-example,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,Potentially compound prerequisite; consider splitting
P212-0174,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-5.md,Problem lesson,5,Total Acceleration From Radial and Tangential Components,212-M1-057,MTH212.M1.57,1,1,1,19,M1/2026-07-02-M1-5/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-5.md,Use radial and tangential axes for circular motion.,use radial and tangential axes for circular motion,"Physics concept, law, or relation",,,Kinematics | Circular and rotational motion,Execute,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0175,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-5.md,Problem lesson,5,Total Acceleration From Radial and Tangential Components,212-M1-057,MTH212.M1.57,1,1,2,20,M1/2026-07-02-M1-5/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-5.md,Resolve weight into $mg\cos\theta$ and $mg\sin\theta$ along chosen axes.,resolve weight into mg\cos\theta and mg\sin\theta along chosen axes,"Physics concept, law, or relation",Mathematical technique,Geometry and trigonometry,Forces and Newtonian dynamics,Execute,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0176,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-5.md,Problem lesson,5,Total Acceleration From Radial and Tangential Components,212-M1-057,MTH212.M1.57,1,1,3,21,M1/2026-07-02-M1-5/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-5.md,Use Newton's second law component by component.,use newton's second law component by component,"Physics concept, law, or relation",Mathematical technique,Vector mathematics,Forces and Newtonian dynamics,Execute,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,false,false,,1,false,Medium,true,Rule-based taxonomy v2; focused corpus QA adjustment,Focused corpus QA adjustment applied
P212-0177,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-5.md,Problem lesson,5,Total Acceleration From Radial and Tangential Components,212-M1-057,MTH212.M1.57,1,1,4,22,M1/2026-07-02-M1-5/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-5.md,Evaluate square roots and round to the requested significant figures.,evaluate square roots and round to the requested significant figures,Measurement and computation,Mathematical technique,Numeracy and arithmetic,,Execute,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0178,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-6.md,Problem lesson,6,Release Height from a Vertical Circle,212-M1-058,MTH212.M1.58,1,1,1,19,M1/2026-07-02-M1-5/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-6.md,Use Newton's second law along a chosen axis.,use newton's second law along a chosen axis,"Physics concept, law, or relation",Representation and spatial literacy | Model condition or reference choice,,Forces and Newtonian dynamics,Execute,D3,Short focused lesson,Atomic,true,"Reference axis, pivot, or origin",Short prerequisite lesson,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0179,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-6.md,Problem lesson,6,Release Height from a Vertical Circle,212-M1-058,MTH212.M1.58,1,1,2,20,M1/2026-07-02-M1-5/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-6.md,Use centripetal acceleration in the form $a_r=\dfrac{v^2}{L}$.,use centripetal acceleration in the form ar=v^2l,"Physics concept, law, or relation",,,Kinematics | Circular and rotational motion,Execute,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,true,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0180,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-6.md,Problem lesson,6,Release Height from a Vertical Circle,212-M1-058,MTH212.M1.58,1,1,3,21,M1/2026-07-02-M1-5/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-6.md,Resolve a force or velocity into a trigonometric component.,resolve a force or velocity into a trigonometric component,"Physics concept, law, or relation",Mathematical technique,Geometry and trigonometry | Vector mathematics,Kinematics | Forces and Newtonian dynamics,Execute,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0181,M1,2026-07-02-M1-5,2026-07-02,M1-5,Lecture,Problem-6.md,Problem lesson,6,Release Height from a Vertical Circle,212-M1-058,MTH212.M1.58,1,1,4,22,M1/2026-07-02-M1-5/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-6.md,Use the vertical projectile relation $0=v_y^2-2g\Delta y$ at maximum height.,use the vertical projectile relation 0=vy^2-2g\delta y at maximum height,"Physics concept, law, or relation",Representation and spatial literacy,,Kinematics,Execute,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,true,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0182,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-1.md,Problem lesson,1,Recognizing Uniform Circular Motion,212-M1-005,MTH212.M1.05,1,1,1,18,M1/2026-07-03-HW-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-1.md,Speed is the magnitude of velocity,speed is the magnitude of velocity,"Physics concept, law, or relation",,,Kinematics,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0183,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-1.md,Problem lesson,1,Recognizing Uniform Circular Motion,212-M1-005,MTH212.M1.05,1,1,2,19,M1/2026-07-03-HW-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-1.md,A period is the time for one complete cycle,a period is the time for one complete cycle,"Physics concept, law, or relation",,,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0184,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-1.md,Problem lesson,1,Recognizing Uniform Circular Motion,212-M1-005,MTH212.M1.05,1,1,3,20,M1/2026-07-03-HW-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-1.md,Circular motion means the path is a circle,circular motion means the path is a circle,Semantic and physical interpretation,"Mathematical technique | Physics concept, law, or relation",Geometry and trigonometry,Kinematics | Circular and rotational motion,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0185,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-1.md,Problem lesson,1,Recognizing Uniform Circular Motion,212-M1-005,MTH212.M1.05,1,1,4,21,M1/2026-07-03-HW-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-1.md,Uniform circular motion means motion around a circle at constant speed,uniform circular motion means motion around a circle at constant speed,Semantic and physical interpretation,"Mathematical technique | Physics concept, law, or relation | Model condition or reference choice",Geometry and trigonometry,Kinematics | Circular and rotational motion,Recall,D2,Paragraph or micro-example,Atomic,true,Fixed or constant quantity,Inline paragraph or micro-example,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0186,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-2.md,Problem lesson,2,Finding the Radius from an Angled String,212-M1-027,MTH212.M1.27,1,1,1,19,M1/2026-07-03-HW-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-2.md,Identify the hypotenuse and the adjacent side in a right triangle.,identify the hypotenuse and the adjacent side in a right triangle,Representation and spatial literacy,Mathematical technique,Geometry and trigonometry,,Recognize,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0187,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-2.md,Problem lesson,2,Finding the Radius from an Angled String,212-M1-027,MTH212.M1.27,1,1,2,20,M1/2026-07-03-HW-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-2.md,Use $\cos\theta=\dfrac{\text{adjacent}}{\text{hypotenuse}}$.,use \cos\theta=adjacenthypotenuse,Mathematical technique,,Geometry and trigonometry,,Execute,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,true,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0188,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-2.md,Problem lesson,2,Finding the Radius from an Angled String,212-M1-027,MTH212.M1.27,1,1,3,21,M1/2026-07-03-HW-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-2.md,Recognize that the radius of circular motion is the horizontal distance from the rotation axis to the object.,recognize that the radius of circular motion is the horizontal distance from the rotation axis to the object,Representation and spatial literacy,"Semantic and physical interpretation | Physics concept, law, or relation | Model condition or reference choice",,Kinematics | Circular and rotational motion,Recognize,D1,Retrieval cue,Atomic,true,"Reference axis, pivot, or origin",Inline reminder,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0189,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-3.md,Problem lesson,3,Finding Centripetal Force From Radius and Period,212-M1-059,MTH212.M1.59,1,1,1,19,M1/2026-07-03-HW-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,Circumference of a circle: $2\pi r$,circumference of a circle: 2\pi r,Mathematical technique,,Geometry and trigonometry,,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0190,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-3.md,Problem lesson,3,Finding Centripetal Force From Radius and Period,212-M1-059,MTH212.M1.59,1,1,2,20,M1/2026-07-03-HW-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,Speed is distance divided by time,speed is distance divided by time,"Physics concept, law, or relation",,,Kinematics,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,High,false,Rule-based taxonomy v2; focused corpus QA adjustment,Focused corpus QA adjustment applied
P212-0191,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-3.md,Problem lesson,3,Finding Centripetal Force From Radius and Period,212-M1-059,MTH212.M1.59,1,1,3,21,M1/2026-07-03-HW-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,Centripetal force magnitude: $F_c=\dfrac{mv^2}{r}$,centripetal force magnitude: fc=mv^2r,"Physics concept, law, or relation",,,Circular and rotational motion | Forces and Newtonian dynamics,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0192,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-3.md,Problem lesson,3,Finding Centripetal Force From Radius and Period,212-M1-059,MTH212.M1.59,1,1,4,22,M1/2026-07-03-HW-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,Period $T$ means the time for one complete revolution,period t means the time for one complete revolution,Semantic and physical interpretation,"Physics concept, law, or relation",,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0193,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-4.md,Problem lesson,4,Finding the Net-Force Direction in Circular Motion,212-M1-011,MTH212.M1.11,1,1,1,19,M1/2026-07-03-HW-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-4.md,Know that uniform circular motion has centripetal acceleration directed toward the center of the circle.,know that uniform circular motion has centripetal acceleration directed toward the center of the circle,Semantic and physical interpretation,"Mathematical technique | Physics concept, law, or relation",Geometry and trigonometry,Kinematics | Circular and rotational motion,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0194,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-4.md,Problem lesson,4,Finding the Net-Force Direction in Circular Motion,212-M1-011,MTH212.M1.11,1,1,2,20,M1/2026-07-03-HW-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-4.md,Know that net force points in the same direction as acceleration because $\sum \vec F=m\vec a$.,know that net force points in the same direction as acceleration because \sum f=m a,"Physics concept, law, or relation",Mathematical technique,Vector mathematics,Kinematics | Forces and Newtonian dynamics,Recall,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
