node_id,lesson_id,topic_code,module,assignment_folder,assignment_date,assignment_code,assignment_type,lesson_file,lesson_kind,problem_number,lesson_title,source_relative_path,source_path,headings,incoming_prerequisite_edge_count,dependent_lesson_count,outgoing_matched_prerequisite_count,prerequisite_hub,cycle_flag,cycle_component_id,cycle_member_count
212-M1-025,212-M1-025,MTH212.M1.25,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-9.md,Problem lesson,9,Deciding True Statements About Static Friction on a Banked Turn,M1/2026-07-03-HW-2/Lessons/Problem-9.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-9.md,Point the Acceleration Inward | Find the Speed That Needs No Friction | Use Speed to Choose the Friction Direction | Connect Friction Magnitude to Speed Limits | Check the Problem Statements,0,0,3,false,false,,
212-M1-063,212-M1-063,MTH212.M1.63,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-10.md,Problem lesson,10,Testing Loop-the-Loop Statements,M1/2026-07-03-HW-2/Lessons/Problem-10.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-10.md,Use the Top of the Loop as the Contact Test | Use Energy to Connect the Entry Speed and the Top Speed | Separate Energy Conservation from Uniform Circular Motion | Check Whether the Centripetal Force Is Constant | Choose the True Statements,3,3,3,true,false,,
212-M1-029,212-M1-029,MTH212.M1.29,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-11.md,Problem lesson,11,Finding the Minimum Entry Speed for a Loop-the-Loop,M1/2026-07-03-HW-2/Lessons/Problem-11.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-11.md,Set the Top Contact Condition | Use Energy from Bottom to Top | Combine the Two Conditions | Match the Answer Choices,0,0,3,false,false,,
212-M1-020,212-M1-020,MTH212.M1.20,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-12.md,Problem lesson,12,Recognizing Contact Loss on a Curved Surface,M1/2026-07-03-HW-2/Lessons/Problem-12.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-12.md,Use Zero Normal Force as the Contact-Loss Test | Keep Radial Acceleration Separate from the Normal Force | Separate Radial and Tangential Acceleration | Reject Uniform Circular Motion When Speed Changes | Choose the True Igloo Statement,2,2,3,false,true,CYCLE-006,8
212-M1-030,212-M1-030,MTH212.M1.30,M1,2026-07-03-HW-2,2026-07-03,HW-2,Homework,Problem-13.md,Problem lesson,13,Finding the Critical Angle Where a Slider Leaves a Sphere,M1/2026-07-03-HW-2/Lessons/Problem-13.md,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-13.md,Write the Radial Force Equation | Set the Normal Force to Zero at Lift-Off | Use Energy to Find the Speed at an Angle | Combine the Two Equations | Match the Critical Angle to the Choices,0,0,2,false,false,,
212-M1-064,212-M1-064,MTH212.M1.64,M1,2026-07-05-PQ-1,2026-07-05,PQ-1,Practice Quiz,Problem-1.md,Problem lesson,1,Comparing Centripetal Acceleration At Fixed Speed,M1/2026-07-05-PQ-1/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-1.md,Recognize Acceleration In Circular Motion | Compare Radii At The Same Speed | Translate Smaller Circle To Smaller Radius | Compare Radius Changes By Factors,2,2,1,false,false,,
212-M1-010,212-M1-010,MTH212.M1.10,M1,2026-07-05-PQ-1,2026-07-05,PQ-1,Practice Quiz,Problem-2.md,Problem lesson,2,Reading Net Force Arrows for Circular Motion,M1/2026-07-05-PQ-1/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-2.md,Split the Net Force Into Radial and Tangential Parts | Use Motion Direction to Find the Tangent Direction | Use Speeding Up or Slowing Down | Choose the Matching Diagram,0,0,3,false,false,,
212-M1-019,212-M1-019,MTH212.M1.19,M1,2026-07-05-PQ-1,2026-07-05,PQ-1,Practice Quiz,Problem-3.md,Problem lesson,3,Comparing Normal Force and Weight at the Top of a Hill,M1/2026-07-05-PQ-1/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-3.md,Choose the Center Direction | Make the Net Force Point Inward | Compare the Opposing Forces | Reverse the Comparison When the Center Changes | Avoid the Equal-Force Trap | Apply the Hill Question,0,0,3,false,false,,
212-M1-015,212-M1-015,MTH212.M1.15,M1,2026-07-05-PQ-1,2026-07-05,PQ-1,Practice Quiz,Problem-4.md,Problem lesson,4,Finding the Minimum Period Before a Coin Slips,M1/2026-07-05-PQ-1/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-4.md,"Draw the Forces on the Coin | Use Static Friction as the Radial Force | Convert the Speed Limit to a Period | Read ""Smallest Period"" as a Threshold",0,0,2,false,false,,
212-M1-065,212-M1-065,MTH212.M1.65,M1,2026-07-05-PQ-1,2026-07-05,PQ-1,Practice Quiz,Problem-5.md,Problem lesson,5,Bead on a Frictionless Cone,M1/2026-07-05-PQ-1/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M1/2026-07-05-PQ-1/Lessons/Problem-5.md,Choose the Forces and Axes | Resolve the Normal Force | Eliminate the Normal Force | Use the Cone Geometry | Find and Interpret the Period,0,0,4,false,false,,
PATH:M1/2026-07-06-Q-1/Lessons/Problem-1.md,,,M1,2026-07-06-Q-1,2026-07-06,Q-1,Quiz,Problem-1.md,Problem lesson,1,Acceleration in Constant-Speed Circular Motion,M1/2026-07-06-Q-1/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-07-06-Q-1/Lessons/Problem-1.md,Constant Speed Can Still Mean Acceleration | Pair Tangent Velocity with Inward Acceleration | Apply the Constant-Speed Circle Test,3,3,2,true,false,,
PATH:M1/2026-07-06-Q-1/Lessons/Problem-2.md,,,M1,2026-07-06-Q-1,2026-07-06,Q-1,Quiz,Problem-2.md,Problem lesson,2,Choosing the Net-Force Vector in Constant-Speed Circular Motion,M1/2026-07-06-Q-1/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-07-06-Q-1/Lessons/Problem-2.md,Follow the Radius Toward the Center | Remove the Tangential Direction | Recognize a Crest | Apply the Rule to the Truck,0,0,1,false,false,,
PATH:M1/2026-07-06-Q-1/Lessons/Problem-3.md,,,M1,2026-07-06-Q-1,2026-07-06,Q-1,Quiz,Problem-3.md,Problem lesson,3,Choosing a Free-Body Diagram for a Rotating Bead,M1/2026-07-06-Q-1/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-07-06-Q-1/Lessons/Problem-3.md,List Physical Interactions Only | Infer the Required Net-Force Direction | Recover the Loop's Contact Force,0,0,2,false,false,,
PATH:M1/2026-07-06-Q-1/Lessons/Problem-4.md,,,M1,2026-07-06-Q-1,2026-07-06,Q-1,Quiz,Problem-4.md,Problem lesson,4,Resolving Vertical-Circle Motion with r-t Axes,M1/2026-07-06-Q-1/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-07-06-Q-1/Lessons/Problem-4.md,Draw the Axes and Real Forces | Resolve Weight onto the r-t Axes | Write the Component Equations | Combine Components for Total Acceleration | Use Radial Acceleration to Find Angular Speed,0,0,2,false,false,,
PATH:M1/2026-07-06-Q-1/Lessons/Problem-5.md,,,M1,2026-07-06-Q-1,2026-07-06,Q-1,Quiz,Problem-5.md,Problem lesson,5,From Linear Velocity to Spool Revolutions,M1/2026-07-06-Q-1/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M1/2026-07-06-Q-1/Lessons/Problem-5.md,Accumulate the Unwound Rope Length | Convert Rope Length to Revolutions | Build the Symbolic Chain | Apply the Chain and Report the Result,0,0,0,false,false,,
212-M2-001,212-M2-001,MTH212.M2.01,M2,2026-07-07-M2-1,2026-07-07,M2-1,Lecture,Problem-1.md,Problem lesson,1,Finding the Center of Mass of Two Point Masses,M2/2026-07-07-M2-1/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-1.md,Build the Mass-Position Ledger | Cancel a Common Mass Scale | Check the Location and Direction | Apply the Method to the Two Blocks,0,0,1,false,false,,
212-M2-002,212-M2-002,MTH212.M2.02,M2,2026-07-07-M2-1,2026-07-07,M2-1,Lecture,Problem-2.md,Problem lesson,2,Center of Mass of Two Point Masses,M2/2026-07-07-M2-1/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-2.md,Choose Coordinates From the Requested Reference Point | Form the Mass-Weighted Average | Use a Mass Ratio and Check the Result | Apply the Method to the Two Blocks,7,7,0,true,false,,
212-M2-003,212-M2-003,MTH212.M2.03,M2,2026-07-07-M2-1,2026-07-07,M2-1,Lecture,Problem-3.md,Problem lesson,3,Finding the Center of Mass of Identical Blocks,M2/2026-07-07-M2-1/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-3.md,Locate Each Block Center | Average Equal-Mass Coordinates | Count Stacked Blocks as Repeated Coordinates | Apply the Method to the Block Arrangement,0,0,0,false,false,,
212-M2-004,212-M2-004,MTH212.M2.04,M2,2026-07-07-M2-1,2026-07-07,M2-1,Lecture,Problem-4.md,Problem lesson,4,Finding the Center of Mass of Joined Cubes,M2/2026-07-07-M2-1/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-4.md,Turn Volume Into Mass Weight | Locate Each Cube's Center | Build and Simplify the Weighted Average | Check and Round the Result | Apply the Method to the Composite Cubes,1,1,1,false,false,,
212-M2-005,212-M2-005,MTH212.M2.05,M2,2026-07-07-M2-1,2026-07-07,M2-1,Lecture,Problem-5.md,Problem lesson,5,Bounding the Center of Mass of Two Unequal Cubes,M2/2026-07-07-M2-1/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-5.md,Locate the Center of Each Cube | Turn Side Lengths into a Mass Ratio | Measure the Shift Toward the Smaller Cube | Apply the Bound to the Composite Cubes,0,0,0,false,false,,
212-M2-006,212-M2-006,MTH212.M2.06,M2,2026-07-07-M2-1,2026-07-07,M2-1,Lecture,Problem-6.md,Problem lesson,6,Finding a Linear-Density Coefficient From Total Mass,M2/2026-07-07-M2-1/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-6.md,Turn Linear Density Into Total Mass | Integrate and Isolate the Coefficient | Substitute Values and Track Units | Apply the Method to the Rod,6,6,2,true,true,CYCLE-007,3
212-M2-007,212-M2-007,MTH212.M2.07,M2,2026-07-08-M2-2,2026-07-08,M2-2,Lecture,Problem-1.md,Problem lesson,1,Comparing Moment of Inertia From Mass Distribution,M2/2026-07-08-M2-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-1.md,Measure Distance From the Rotation Axis | Use the Squared-Distance Effect | Cancel Identical Contributions | Apply the Comparison to the Barbells,7,7,0,true,false,,
212-M2-008,212-M2-008,MTH212.M2.08,M2,2026-07-08-M2-2,2026-07-08,M2-2,Lecture,Problem-2.md,Problem lesson,2,Center of Mass of a Rod With Linearly Increasing Density,M2/2026-07-08-M2-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-2.md,Build the Mass and First-Moment Integrals | Evaluate the Integrals | Simplify the Ratio and Check the Location | Apply the Method to the Rod,1,1,1,false,true,CYCLE-007,3
212-M2-009,212-M2-009,MTH212.M2.09,M2,2026-07-08-M2-2,2026-07-08,M2-2,Lecture,Problem-3.md,Problem lesson,3,Eliminating a Density Constant in a Rod-Inertia Integral,M2/2026-07-08-M2-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-3.md,Use Total Mass to Find the Density Constant | Build the Moment-of-Inertia Integral | Eliminate the Constant Before Substituting | Apply the Method to the Nonuniform Rod,0,0,2,false,false,,
212-M2-010,212-M2-010,MTH212.M2.10,M2,2026-07-08-M2-2,2026-07-08,M2-2,Lecture,Problem-4.md,Problem lesson,4,Moment of Inertia About an Off-Center Rod Pivot,M2/2026-07-08-M2-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,Find the Center-to-Pivot Distance | Apply the Parallel-Axis Theorem | Combine the Fractional Coefficients | Apply the Method to the Rod,7,7,3,true,true,CYCLE-009,3
212-M2-011,212-M2-011,MTH212.M2.11,M2,2026-07-09-M2-3,2026-07-09,M2-3,Lecture,Problem-1.md,Problem lesson,1,Comparing Torque Magnitudes From a Diagram,M2/2026-07-09-M2-3/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-1.md,Use the Torque-Magnitude Formula | Worked example | Think in Perpendicular Lever Arms | Worked example | Recognize Maximum and Zero Torque | Rank Equal Forces Efficiently | Worked example | Apply the Comparison,5,5,1,true,false,,
212-M2-012,212-M2-012,MTH212.M2.12,M2,2026-07-09-M2-3,2026-07-09,M2-3,Lecture,Problem-2.md,Problem lesson,2,Finding the Smallest Torque From a Force Diagram,M2/2026-07-09-M2-3/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-2.md,Use the Angle Between Position and Force | Detect Zero Torque From the Line of Action | Compare Equal Forces With Perpendicular Lever Arms | Apply the Test to the Door,0,0,2,false,false,,
212-M2-013,212-M2-013,MTH212.M2.13,M2,2026-07-09-M2-3,2026-07-09,M2-3,Lecture,Problem-3.md,Problem lesson,3,Finding Torque from a Force at an Angle,M2/2026-07-09-M2-3/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,Identify the Two Torque Vectors | Calculate the Torque Magnitude | Determine the Rotation Direction | Apply the Method to the Wrench,7,7,0,true,false,,
212-M2-014,212-M2-014,MTH212.M2.14,M2,2026-07-09-M2-3,2026-07-09,M2-3,Lecture,Problem-4.md,Problem lesson,4,Finding the Direction of a Torque Vector,M2/2026-07-09-M2-3/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-4.md,Determine the Sense of Rotation | Map Rotation to Into or Out of the Page | Check the Direction With the Cross Product | Apply the Method to the Wrench,2,2,2,false,false,,
212-M2-015,212-M2-015,MTH212.M2.15,M2,2026-07-09-M2-3,2026-07-09,M2-3,Lecture,Problem-5.md,Problem lesson,5,Finding a Spool's Angular Acceleration From Tension,M2/2026-07-09-M2-3/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-5.md,Draw the Force and Torque Diagrams | Combine Torque With Rotational Inertia | Convert the Radius Before Substitution | Calculate Magnitude and Direction | Apply the Method to the Spool,5,4,3,true,true,CYCLE-010,2
212-M2-016,212-M2-016,MTH212.M2.16,M2,2026-07-09-M2-3,2026-07-09,M2-3,Lecture,Problem-6.md,Problem lesson,6,Finding an Unknown Mass in Rigidly Attached Cylinders,M2/2026-07-09-M2-3/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-6.md,Convert the Applied Force to Total Inertia | Separate the Known and Unknown Inertias | Avoid the Radius-Squared and One-Half Traps | Apply the Inertia Budget to the Two Cylinders,6,5,2,true,true,CYCLE-010,2
212-M2-017,212-M2-017,MTH212.M2.17,M2,2026-07-12-HW-3,2026-07-12,HW-3,Homework,Problem-1.md,Problem lesson,1,Interpreting the Moment of Inertia Integral,M2/2026-07-12-HW-3/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-1.md,Read the Integrand | Changing the Axis Changes the Inertia | Replace Mass Elements with Geometry | Choose an Integral or a Sum | Connect the Ideas,2,2,0,false,false,,
212-M2-018,212-M2-018,MTH212.M2.18,M2,2026-07-12-HW-3,2026-07-12,HW-3,Homework,Problem-2.md,Problem lesson,2,Combining Center of Mass and Moment of Inertia,M2/2026-07-12-HW-3/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-2.md,Classify the Quantity Before Combining | Combine Center-of-Mass Positions | Add Moments of Inertia About the Same Axis | Reject the Weighted-Inertia Trap,0,0,2,false,false,,
212-M2-019,212-M2-019,MTH212.M2.19,M2,2026-07-12-HW-3,2026-07-12,HW-3,Homework,Problem-3.md,Problem lesson,3,Finding a Density Constant from Total Mass,M2/2026-07-12-HW-3/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-3.md,Turn Density into a Mass Equation | Integrate a Power-Law Density | Solve for the Density Constant | Check the Result,0,0,1,false,false,,
212-M2-020,212-M2-020,MTH212.M2.20,M2,2026-07-12-HW-3,2026-07-12,HW-3,Homework,Problem-4.md,Problem lesson,4,Center of Mass from a Linear Density,M2/2026-07-12-HW-3/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-4.md,Turn Density into a First Moment | Integrate a Power Density | Distinguish Mass from Moment | Check the Location,2,2,1,false,true,CYCLE-007,3
212-M2-021,212-M2-021,MTH212.M2.21,M2,2026-07-12-HW-3,2026-07-12,HW-3,Homework,Problem-5.md,Problem lesson,5,Calculating a Rod's Moment of Inertia from Linear Density,M2/2026-07-12-HW-3/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-5.md,Build the Inertia Element | Combine the Distance and Density Powers | Use the Rod's Bounds | Keep Mass and Moment of Inertia Distinct,1,1,2,false,false,,
212-M2-022,212-M2-022,MTH212.M2.22,M2,2026-07-12-HW-3,2026-07-12,HW-3,Homework,Problem-6.md,Problem lesson,6,Shifting a Moment of Inertia to a Parallel Axis,M2/2026-07-12-HW-3/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-6.md,Identify the Axis Separation | Apply the Parallel-Axis Theorem | Avoid the Main Traps | Check the Result,5,5,1,true,true,CYCLE-008,2
212-M2-023,212-M2-023,MTH212.M2.23,M2,2026-07-12-HW-3,2026-07-12,HW-3,Homework,Problem-7.md,Problem lesson,7,Comparing Rotational Kinetic Energies About Parallel Axes,M2/2026-07-12-HW-3/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-7.md,Cancel the Shared Angular-Speed Factor | Shift One Disk's Moment of Inertia | Add the Two Disks About One Axis | Compare the Contact and Center Axes,5,5,2,true,true,CYCLE-011,4
212-M2-024,212-M2-024,MTH212.M2.24,M2,2026-07-12-HW-3,2026-07-12,HW-3,Homework,Problem-8.md,Problem lesson,8,Mass Removed from a Uniform Disk,M2/2026-07-12-HW-3/Lessons/Problem-8.md,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,Convert the Radius Fraction to an Area Fraction | Ignore the Hole's Position When Finding Its Mass | Avoid the Unsquared-Radius Trap,2,2,0,false,false,,
212-M2-025,212-M2-025,MTH212.M2.25,M2,2026-07-12-HW-3,2026-07-12,HW-3,Homework,Problem-9.md,Problem lesson,9,Center of Mass on a Symmetry Axis,M2/2026-07-12-HW-3/Lessons/Problem-9.md,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-9.md,Recognize the Reflection Symmetry | See Why Paired Mass Cancels | Match the Axis to the Forced Coordinate | Apply the Test to an Excavated Disk | Know When the Shortcut Does Not Apply,0,0,1,false,false,,
212-M2-026,212-M2-026,MTH212.M2.26,M2,2026-07-12-HW-3,2026-07-12,HW-3,Homework,Problem-10.md,Problem lesson,10,Center of Mass of an Object with a Hole,M2/2026-07-12-HW-3/Lessons/Problem-10.md,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-10.md,Represent a Hole as Negative Mass | Find the Removed Mass from Area | Use the Remaining Mass in the Denominator | Check the Direction of the Shift | Apply the Method to the Excavated Disk,0,0,1,false,false,,
212-M2-027,212-M2-027,MTH212.M2.27,M2,2026-07-13-M2-4,2026-07-13,M2-4,Lecture,Problem-1.md,Problem lesson,1,Balancing a Plank With Opposing Torques,M2/2026-07-13-M2-4/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M2/2026-07-13-M2-4/Lessons/Problem-1.md,Choose the Fulcrum as the Pivot | Compute Perpendicular Torque | Balance the Opposing Torques | Check the Mass-Distance Relationship | Apply the Method,2,2,1,false,false,,
212-M2-028,212-M2-028,MTH212.M2.28,M2,2026-07-13-M2-4,2026-07-13,M2-4,Lecture,Problem-2.md,Problem lesson,2,Finding the Load Position at the Tipping Point,M2/2026-07-13-M2-4/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M2/2026-07-13-M2-4/Lessons/Problem-2.md,Identify the Tipping Pivot | Measure Lever Arms From the Pivot | Balance the Opposing Torques | Apply the Method to the Board and Box,0,0,2,false,false,,
212-M2-029,212-M2-029,MTH212.M2.29,M2,2026-07-13-M2-4,2026-07-13,M2-4,Lecture,Problem-3.md,Problem lesson,3,Minimum Friction for a Ladder Against a Smooth Wall,M2/2026-07-13-M2-4/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M2/2026-07-13-M2-4/Lessons/Problem-3.md,Choose the Bottom as the Torque Pivot | Use the Correct Lever Arms | Turn Force Balance Into a Friction Ratio | Apply the Method to Problem 3,0,0,2,false,false,,
212-M2-030,212-M2-030,MTH212.M2.30,M2,2026-07-13-M2-4,2026-07-13,M2-4,Lecture,Problem-4.md,Problem lesson,4,Finding Atwood-Machine Acceleration With a Massive Pulley,M2/2026-07-13-M2-4/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M2/2026-07-13-M2-4/Lessons/Problem-4.md,Write the Two Block Equations | Write the Pulley Torque Equation | Eliminate the Tensions | Use the Uniform-Disk Inertia | Apply the Formula,2,2,1,false,false,,
212-M2-031,212-M2-031,MTH212.M2.31,M2,2026-07-14-M2-5,2026-07-14,M2-5,Lecture,Problem-1.md,Problem lesson,1,Comparing Atwood-Machine Accelerations With Pulley Inertia,M2/2026-07-14-M2-5/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M2/2026-07-14-M2-5/Lessons/Problem-1.md,Identify the Unchanged Driving Force | Include the Pulley's Rotational Inertia | Compare the Two Denominators | Distinguish Frictionless From Massless | Apply the Comparison,0,0,1,false,false,,
212-M2-032,212-M2-032,MTH212.M2.32,M2,2026-07-14-M2-5,2026-07-14,M2-5,Lecture,Problem-2.md,Problem lesson,2,Speed of a Rolling Hollow Sphere From Energy,M2/2026-07-14-M2-5/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M2/2026-07-14-M2-5/Lessons/Problem-2.md,Convert Ramp Distance to Vertical Drop | Include Both Forms of Kinetic Energy | Simplify Before Substituting Numbers | Apply the Method to the Hollow Sphere,4,4,4,true,true,CYCLE-011,4
212-M2-033,212-M2-033,MTH212.M2.33,M2,2026-07-14-M2-5,2026-07-14,M2-5,Lecture,Problem-3.md,Problem lesson,3,Angular Speed After Rotating Cups Collect Rain,M2/2026-07-14-M2-5/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M2/2026-07-14-M2-5/Lessons/Problem-3.md,Choose Angular Momentum Conservation | Compare the Moments of Inertia | Use the Inverse Change in Angular Speed | Apply the Method to Problem 3,2,1,3,false,false,,
212-M2-034,212-M2-034,MTH212.M2.34,M2,2026-07-14-M2-5,2026-07-14,M2-5,Lecture,Problem-4.md,Problem lesson,4,Mechanical Energy Lost When Rotating Cups Capture Rain,M2/2026-07-14-M2-5/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M2/2026-07-14-M2-5/Lessons/Problem-4.md,Find the Post-Capture Rotation | Compare Initial and Final Kinetic Energy | Derive the Energy-Loss Formula | Apply the Method to Problem 4,0,0,4,false,false,,
212-M2-035,212-M2-035,MTH212.M2.35,M2,2026-07-14-M2-5,2026-07-14,M2-5,Lecture,Problem-5.md,Problem lesson,5,Finding Angular Speed After a Bullet Embeds in a Rotor,M2/2026-07-14-M2-5/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M2/2026-07-14-M2-5/Lessons/Problem-5.md,Choose Angular Momentum About the Spindle | Find the Bullet's Initial Angular Momentum | Build the Final Moment of Inertia | Solve for Angular Speed | Apply the Method,3,3,1,true,false,,
212-M2-036,212-M2-036,MTH212.M2.36,M2,2026-07-14-M2-6,2026-07-14,M2-6,Lecture,Problem-1.md,Problem lesson,1,Predicting Angular Speed When Mass Is Added,M2/2026-07-14-M2-6/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M2/2026-07-14-M2-6/Lessons/Problem-1.md,Check Whether Angular Momentum Is Conserved | Account for the Incoming Mass | Connect Added Mass to Moment of Inertia | Compare the Initial and Final Angular Speeds | Apply the Method,1,1,1,false,false,,
212-M2-037,212-M2-037,MTH212.M2.37,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-1.md,Problem lesson,1,Comparing Rolling Objects on an Incline,M2/2026-07-15-HW-4/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-1.md,Use the Rolling-Acceleration Formula | Cancel Mass and Radius for the Same Shape | Connect Acceleration to Arrival Time | Know When Shape Changes the Result | Apply the Test to the Two Cylinders,1,1,2,false,true,CYCLE-012,2
212-M2-038,212-M2-038,MTH212.M2.38,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-2.md,Problem lesson,2,Time for a Solid Cylinder to Roll Down a Ramp,M2/2026-07-15-HW-4/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-2.md,Find the Rolling Acceleration | Convert Height to Ramp Distance | Solve for the Descent Time | Recognize What Cancels,3,3,3,true,true,CYCLE-012,2
212-M2-039,212-M2-039,MTH212.M2.39,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-3.md,Problem lesson,3,Speed of a Rolling Solid Cylinder From Energy,M2/2026-07-15-HW-4/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-3.md,"Account for Both Kinds of Kinetic Energy | Use the Solid-Cylinder Moment of Inertia | Recognize What Cancels | Use Vertical Height, Not Ramp Angle",4,3,3,true,true,CYCLE-011,4
212-M2-040,212-M2-040,MTH212.M2.40,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-4.md,Problem lesson,4,Total Kinetic Energy From a Loss of Height,M2/2026-07-15-HW-4/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-4.md,Match the Energy at the Two Endpoints | Treat Total Kinetic Energy as One Quantity | Substitute the Mass Named in the Question | Ignore Details That Do Not Affect the Energy Change,4,4,2,true,true,CYCLE-011,4
212-M2-041,212-M2-041,MTH212.M2.41,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-5.md,Problem lesson,5,Acceleration of a Yo-Yo Pulled at Its Axle,M2/2026-07-15-HW-4/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-5.md,Choose Signs From the Rolling Direction | Couple Translation and Rotation | Let the Equations Determine Friction | Apply the Axle Radius,0,0,2,false,false,,
